Date,Open,High,Low,Close,Adj Close,Volume
2000-02-10,5660.000000,5880.000000,5600.000000,5760.000000,4176.190430,61845000
2000-02-11,5960.000000,5960.000000,5680.000000,5700.000000,4132.688965,34660000
2000-02-14,5600.000000,5660.000000,5340.000000,5380.000000,3900.677490,44140000
2000-02-15,5380.000000,5420.000000,5140.000000,5200.000000,3770.172119,38315000
2000-02-16,5180.000000,5200.000000,4780.000000,5000.000000,3625.165039,73115000
2000-02-17,4940.000000,5100.000000,4910.000000,5080.000000,3683.165771,65185000
2000-02-18,5370.000000,5630.000000,5160.000000,5300.000000,3842.675781,108750000
2000-02-21,5200.000000,5260.000000,5030.000000,5070.000000,3675.917236,26485000
2000-02-22,5000.000000,5240.000000,5000.000000,5120.000000,3712.169434,24180000
2000-02-23,5220.000000,5260.000000,5100.000000,5140.000000,3726.669678,27720000
2000-02-24,5120.000000,5240.000000,5060.000000,5070.000000,3675.917236,26075000
2000-02-25,5080.000000,5150.000000,4980.000000,5120.000000,3712.169434,27875000
2000-02-28,5000.000000,5050.000000,4800.000000,4800.000000,3480.158691,30140000
2000-02-29,4900.000000,5140.000000,4840.000000,5120.000000,3712.169434,51820000
2000-03-01,5120.000000,5120.000000,5120.000000,5120.000000,3712.169434,0
2000-03-02,5880.000000,5880.000000,5520.000000,5880.000000,4263.192383,117750000
2000-03-03,6200.000000,6250.000000,5880.000000,6000.000000,4350.199707,140990000
2000-03-06,6000.000000,6050.000000,5600.000000,5640.000000,4089.186279,39150000
2000-03-07,5600.000000,5640.000000,5480.000000,5620.000000,4074.685059,30070000
2000-03-08,5520.000000,6000.000000,5500.000000,5920.000000,4292.195801,32460000
2000-03-09,5970.000000,5980.000000,5620.000000,5620.000000,4074.685059,55890000
2000-03-10,5790.000000,5800.000000,5520.000000,5540.000000,4016.685059,28605000
2000-03-13,5480.000000,5490.000000,5160.000000,5180.000000,3755.671631,32215000
2000-03-14,5170.000000,5380.000000,5160.000000,5210.000000,3777.421875,30060000
2000-03-15,5200.000000,5400.000000,5120.000000,5400.000000,3915.177246,46105000
2000-03-16,5480.000000,5520.000000,5360.000000,5400.000000,3915.177246,28795000
2000-03-17,5540.000000,5560.000000,5400.000000,5480.000000,3973.180908,24080000
2000-03-20,5600.000000,5710.000000,5530.000000,5660.000000,4103.686035,26365000
2000-03-21,5700.000000,5940.000000,5610.000000,5880.000000,4263.192383,44925000
2000-03-22,5960.000000,6300.000000,5880.000000,6200.000000,4495.204590,86975000
2000-03-23,6480.000000,6580.000000,6200.000000,6200.000000,4495.204590,64950000
2000-03-24,6320.000000,7120.000000,6180.000000,6800.000000,4930.226074,90260000
2000-03-27,6960.000000,7040.000000,6700.000000,6800.000000,4930.226074,67730000
2000-03-28,6900.000000,7260.000000,6820.000000,7030.000000,5096.981934,74425000
2000-03-29,7030.000000,7680.000000,6980.000000,7660.000000,5553.752930,78090000
2000-03-30,7520.000000,7560.000000,7050.000000,7050.000000,5111.483398,74645000
2000-03-31,6800.000000,7070.000000,6650.000000,6700.000000,4857.721680,63855000
2000-04-03,6920.000000,7320.000000,6860.000000,7100.000000,5147.734863,56805000
2000-04-04,7000.000000,7290.000000,6660.000000,6800.000000,4930.226074,58340000
2000-04-05,6800.000000,6800.000000,6800.000000,6800.000000,4930.226074,0
2000-04-06,6860.000000,6960.000000,6680.000000,6680.000000,4843.217773,47235000
2000-04-07,6860.000000,7260.000000,6780.000000,7200.000000,5220.237793,42355000
2000-04-10,7500.000000,7500.000000,7200.000000,7300.000000,5292.741211,35885000
2000-04-11,7200.000000,7200.000000,6950.000000,7100.000000,5147.734863,29075000
2000-04-12,6960.000000,7030.000000,6860.000000,6910.000000,5009.978027,35250000
2000-04-13,6910.000000,6910.000000,6910.000000,6910.000000,5009.978027,0
2000-04-14,6600.000000,6680.000000,6260.000000,6260.000000,4538.706055,62365000
2000-04-17,5420.000000,5750.000000,5340.000000,5520.000000,4002.182373,78050000
2000-04-18,6200.000000,6240.000000,5860.000000,6040.000000,4379.199707,73730000
2000-04-19,6300.000000,6460.000000,5860.000000,6000.000000,4350.199707,60615000
2000-04-20,5960.000000,6160.000000,5920.000000,6020.000000,4364.699707,37335000
2000-04-21,6060.000000,6180.000000,5970.000000,6050.000000,4386.452148,26425000
2000-04-24,5970.000000,6030.000000,5760.000000,5800.000000,4205.191406,27830000
2000-04-25,5620.000000,5760.000000,5520.000000,5640.000000,4089.186279,34900000
2000-04-26,5820.000000,5860.000000,5600.000000,5600.000000,4060.184570,39290000
2000-04-27,5520.000000,5700.000000,5400.000000,5400.000000,3915.177246,54110000
2000-04-28,5500.000000,6100.000000,5460.000000,6000.000000,4350.199707,75530000
2000-05-01,6000.000000,6000.000000,6000.000000,6000.000000,4350.199707,0
2000-05-02,6200.000000,6530.000000,6120.000000,6280.000000,4553.207520,72335000
2000-05-03,6240.000000,6260.000000,6090.000000,6180.000000,4480.704102,26585000
2000-05-04,6220.000000,6360.000000,6140.000000,6180.000000,4480.704102,26100000
2000-05-05,6180.000000,6180.000000,6180.000000,6180.000000,4480.704102,0
2000-05-08,6400.000000,6700.000000,6300.000000,6560.000000,4756.218262,52695000
2000-05-09,6560.000000,6560.000000,6560.000000,6560.000000,4756.218262,0
2000-05-10,6320.000000,6390.000000,6270.000000,6350.000000,4603.959473,27620000
2000-05-11,6350.000000,6350.000000,6350.000000,6350.000000,4603.959473,0
2000-05-12,6420.000000,6440.000000,6160.000000,6160.000000,4466.204102,47170000
2000-05-15,6290.000000,6530.000000,6220.000000,6440.000000,4669.212402,47120000
2000-05-16,6510.000000,6800.000000,6510.000000,6800.000000,4930.226074,39620000
2000-05-17,7000.000000,7340.000000,6920.000000,6920.000000,5017.229492,76235000
2000-05-18,6740.000000,7000.000000,6680.000000,6800.000000,4930.226074,36580000
2000-05-19,6740.000000,6900.000000,6600.000000,6900.000000,5002.726563,41450000
2000-05-22,6720.000000,6830.000000,6620.000000,6670.000000,4835.970703,36385000
2000-05-23,6500.000000,6700.000000,6350.000000,6380.000000,4625.710449,41290000
2000-05-24,6160.000000,6370.000000,5920.000000,6200.000000,4495.204590,72150000
2000-05-25,6330.000000,6380.000000,5930.000000,6000.000000,4350.199707,85965000
2000-05-26,5900.000000,5990.000000,5600.000000,5600.000000,4060.184570,67100000
2000-05-29,5260.000000,5680.000000,5240.000000,5460.000000,3958.679199,67130000
2000-05-30,5460.000000,5460.000000,5460.000000,5460.000000,3958.679199,0
2000-05-31,6000.000000,6290.000000,5960.000000,6160.000000,4466.204102,83935000
2000-06-01,6200.000000,6410.000000,6120.000000,6300.000000,4567.708496,50230000
2000-06-02,6690.000000,6900.000000,6510.000000,6620.000000,4799.719727,84385000
2000-06-05,6920.000000,6980.000000,6680.000000,6740.000000,4886.721680,48010000
2000-06-06,6740.000000,6740.000000,6740.000000,6740.000000,4886.721680,0
2000-06-07,6600.000000,6980.000000,6510.000000,6800.000000,4930.226074,53365000
2000-06-08,6660.000000,6960.000000,6530.000000,6530.000000,4734.466309,58550000
2000-06-09,6600.000000,7040.000000,6530.000000,7020.000000,5089.732910,63860000
2000-06-12,7200.000000,7280.000000,7030.000000,7190.000000,5212.986816,49515000
2000-06-13,7060.000000,7100.000000,6870.000000,7060.000000,5118.733398,42495000
2000-06-14,7230.000000,7640.000000,7090.000000,7640.000000,5539.252441,63020000
2000-06-15,7560.000000,7560.000000,7000.000000,7000.000000,5075.229980,61225000
2000-06-16,6900.000000,6960.000000,6710.000000,6740.000000,4886.721680,66455000
2000-06-19,6600.000000,6950.000000,6550.000000,6700.000000,4857.721680,53560000
2000-06-20,6940.000000,7180.000000,6830.000000,7140.000000,5176.737305,59790000
2000-06-21,7300.000000,7380.000000,7070.000000,7080.000000,5133.234375,37585000
2000-06-22,7240.000000,7270.000000,6960.000000,7040.000000,5104.232422,33635000
2000-06-23,6980.000000,7010.000000,6860.000000,7000.000000,5075.229980,29215000
2000-06-26,7100.000000,7360.000000,6990.000000,7210.000000,5227.488281,39980000
2000-06-27,7320.000000,7440.000000,7190.000000,7310.000000,5299.990234,45535000
2000-06-28,7220.000000,7540.000000,7220.000000,7520.000000,5452.248535,47295000
2000-06-29,7600.000000,7740.000000,7380.000000,7490.000000,5430.498535,61120000
2000-06-30,7440.000000,7540.000000,7290.000000,7380.000000,5350.744629,35250000
2000-07-03,7440.000000,7550.000000,7420.000000,7500.000000,5437.745605,25975000
2000-07-04,7600.000000,7620.000000,7350.000000,7350.000000,5328.994141,32810000
2000-07-05,7390.000000,7520.000000,7350.000000,7430.000000,5386.995605,24895000
2000-07-06,7240.000000,7350.000000,7180.000000,7300.000000,5292.741211,60340000
2000-07-07,7340.000000,7460.000000,7230.000000,7360.000000,5336.242676,40580000
2000-07-10,7440.000000,7630.000000,7410.000000,7600.000000,5510.250977,42505000
2000-07-11,7580.000000,7740.000000,7450.000000,7450.000000,5401.496094,34945000
2000-07-12,7520.000000,7660.000000,7460.000000,7640.000000,5539.252441,40140000
2000-07-13,7700.000000,7880.000000,7570.000000,7760.000000,5626.255371,48805000
2000-07-14,7780.000000,7840.000000,7540.000000,7550.000000,5473.999023,30425000
2000-07-17,7550.000000,7550.000000,7550.000000,7550.000000,5473.999023,0
2000-07-18,7550.000000,7620.000000,7440.000000,7460.000000,5408.747070,19605000
2000-07-19,7550.000000,7620.000000,7440.000000,7460.000000,5408.747070,19605000
2000-07-20,7060.000000,7110.000000,6840.000000,6900.000000,5002.726563,40315000
2000-07-21,6960.000000,7050.000000,6760.000000,6920.000000,5017.229492,48395000
2000-07-24,6640.000000,6740.000000,6360.000000,6380.000000,4625.710449,49015000
2000-07-25,6310.000000,6400.000000,6120.000000,6280.000000,4553.207520,56735000
2000-07-26,6400.000000,6580.000000,6360.000000,6550.000000,4748.966797,54745000
2000-07-27,6220.000000,6360.000000,6100.000000,6230.000000,4516.956543,43540000
2000-07-28,5800.000000,5910.000000,5710.000000,5730.000000,4154.439941,83035000
2000-07-31,5730.000000,5910.000000,5550.000000,5900.000000,4277.694824,46615000
2000-08-01,5960.000000,6270.000000,5870.000000,6220.000000,4509.704590,53120000
2000-08-02,6100.000000,6170.000000,5930.000000,6070.000000,4400.950195,37190000
2000-08-03,6180.000000,6180.000000,5970.000000,6030.000000,4371.949707,27815000
2000-08-04,5930.000000,6010.000000,5850.000000,5920.000000,4292.195801,23605000
2000-08-07,5740.000000,5770.000000,5580.000000,5580.000000,4045.683838,28765000
2000-08-08,5660.000000,5750.000000,5570.000000,5580.000000,4045.683838,33475000
2000-08-09,5680.000000,6040.000000,5680.000000,6000.000000,4350.199707,39570000
2000-08-10,6000.000000,6160.000000,5860.000000,6160.000000,4466.204102,40830000
2000-08-11,6000.000000,6070.000000,5880.000000,5960.000000,4321.197266,33840000
2000-08-14,6060.000000,6160.000000,6000.000000,6020.000000,4364.699707,23730000
2000-08-15,6020.000000,6020.000000,6020.000000,6020.000000,4364.699707,0
2000-08-16,6500.000000,6530.000000,6330.000000,6420.000000,4654.711914,51915000
2000-08-17,6480.000000,6560.000000,6340.000000,6440.000000,4669.212402,36345000
2000-08-18,6500.000000,6520.000000,6200.000000,6200.000000,4495.204590,21370000
2000-08-21,6200.000000,6340.000000,6190.000000,6270.000000,4545.957520,20950000
2000-08-22,6260.000000,6470.000000,6240.000000,6460.000000,4683.711914,27710000
2000-08-23,6450.000000,6450.000000,6160.000000,6190.000000,4487.953125,27905000
2000-08-24,6260.000000,6300.000000,6100.000000,6220.000000,4509.704590,31700000
2000-08-25,6180.000000,6400.000000,6110.000000,6400.000000,4640.209961,21960000
2000-08-28,6340.000000,6380.000000,6260.000000,6330.000000,4589.459473,17630000
2000-08-29,6320.000000,6380.000000,6160.000000,6220.000000,4509.704590,16765000
2000-08-30,6140.000000,6190.000000,6020.000000,6030.000000,4371.949707,23735000
2000-08-31,5900.000000,5900.000000,5380.000000,5470.000000,3965.931641,114120000
2000-09-01,5540.000000,5600.000000,5420.000000,5540.000000,4016.685059,49955000
2000-09-04,5440.000000,5550.000000,5310.000000,5340.000000,3871.677002,28625000
2000-09-05,5260.000000,5340.000000,5030.000000,5150.000000,3733.921143,79765000
2000-09-06,5200.000000,5280.000000,5090.000000,5150.000000,3733.921143,53120000
2000-09-07,4940.000000,4980.000000,4760.000000,4790.000000,3472.907715,83905000
2000-09-08,4900.000000,4930.000000,4790.000000,4880.000000,3538.161133,57170000
2000-09-11,4880.000000,4880.000000,4880.000000,4880.000000,3538.161133,0
2000-09-12,4880.000000,4880.000000,4880.000000,4880.000000,3538.161133,0
2000-09-13,4880.000000,4880.000000,4880.000000,4880.000000,3538.161133,0
2000-09-14,4600.000000,4710.000000,4440.000000,4710.000000,3414.905273,106130000
2000-09-15,4500.000000,4620.000000,4300.000000,4350.000000,3153.894287,82695000
2000-09-18,4010.000000,4120.000000,3700.000000,3970.000000,2878.381592,146305000
2000-09-19,3990.000000,4370.000000,3900.000000,4160.000000,3016.136963,100525000
2000-09-20,4600.000000,4660.000000,4460.000000,4600.000000,3335.151611,103410000
2000-09-21,4590.000000,4660.000000,4320.000000,4400.000000,3190.145752,65445000
2000-09-22,3840.000000,4050.000000,3780.000000,3800.000000,2755.125488,103265000
2000-09-25,3880.000000,4110.000000,3840.000000,4090.000000,2965.384766,65985000
2000-09-26,3900.000000,4040.000000,3900.000000,4000.000000,2900.132080,58430000
2000-09-27,4000.000000,4100.000000,3960.000000,4030.000000,2921.883545,69795000
2000-09-28,4100.000000,4190.000000,4030.000000,4060.000000,2943.634033,52470000
2000-09-29,4120.000000,4120.000000,3940.000000,4040.000000,2929.133789,57535000
2000-10-02,3840.000000,3880.000000,3760.000000,3810.000000,2762.376221,41120000
2000-10-03,3810.000000,3810.000000,3810.000000,3810.000000,2762.376221,0
2000-10-04,3700.000000,3950.000000,3590.000000,3890.000000,2820.378418,82635000
2000-10-05,4020.000000,4080.000000,3940.000000,3940.000000,2856.630371,62745000
2000-10-06,3800.000000,3900.000000,3760.000000,3900.000000,2827.629150,54935000
2000-10-09,3820.000000,3840.000000,3680.000000,3690.000000,2675.372314,63195000
2000-10-10,3700.000000,3810.000000,3590.000000,3660.000000,2653.619873,62145000
2000-10-11,3450.000000,3460.000000,3210.000000,3220.000000,2334.606201,103605000
2000-10-12,3140.000000,3280.000000,3140.000000,3140.000000,2276.603760,79535000
2000-10-13,3000.000000,3090.000000,2830.000000,3030.000000,2196.849365,115295000
2000-10-16,3030.000000,3030.000000,3030.000000,3030.000000,2196.849365,0
2000-10-17,2980.000000,3080.000000,2730.000000,2740.000000,1986.590454,65300000
2000-10-18,2540.000000,2760.000000,2420.000000,2730.000000,1979.339600,164215000
2000-10-19,2730.000000,3050.000000,2690.000000,2900.000000,2102.595703,137720000
2000-10-20,3240.000000,3330.000000,3190.000000,3330.000000,2414.360596,118825000
2000-10-23,3490.000000,3520.000000,3160.000000,3200.000000,2320.104980,139960000
2000-10-24,3180.000000,3420.000000,3100.000000,3340.000000,2421.608887,97115000
2000-10-25,3200.000000,3260.000000,3130.000000,3210.000000,2327.355957,68730000
2000-10-26,2930.000000,3030.000000,2740.000000,2890.000000,2095.345215,133290000
2000-10-27,2890.000000,2890.000000,2890.000000,2890.000000,2095.345215,0
2000-10-30,2800.000000,2880.000000,2720.000000,2750.000000,1993.840820,36830000
2000-10-31,2750.000000,2850.000000,2630.000000,2850.000000,2066.344482,63190000
2000-11-01,3000.000000,3270.000000,2960.000000,3260.000000,2363.607422,94165000
2000-11-02,3200.000000,3430.000000,3170.000000,3320.000000,2407.110107,123180000
2000-11-03,3420.000000,3470.000000,3370.000000,3440.000000,2494.113770,80420000
2000-11-06,3460.000000,3670.000000,3380.000000,3510.000000,2544.866455,71865000
2000-11-07,3460.000000,3550.000000,3380.000000,3440.000000,2494.113770,53740000
2000-11-08,3400.000000,3460.000000,3280.000000,3410.000000,2472.363281,58215000
2000-11-09,3300.000000,3430.000000,3260.000000,3400.000000,2465.113037,52305000
2000-11-10,3360.000000,3440.000000,3320.000000,3380.000000,2450.612061,35140000
2000-11-13,3220.000000,3260.000000,3100.000000,3150.000000,2283.854248,51070000
2000-11-14,3210.000000,3320.000000,3210.000000,3290.000000,2385.359863,31755000
2000-11-15,3450.000000,3460.000000,3320.000000,3390.000000,2457.861816,55720000
2000-11-16,3400.000000,3420.000000,3250.000000,3280.000000,2378.109131,37420000
2000-11-17,3180.000000,3230.000000,3150.000000,3220.000000,2334.606201,36225000
2000-11-20,3160.000000,3210.000000,3100.000000,3100.000000,2247.602295,26795000
2000-11-21,3080.000000,3170.000000,2970.000000,3160.000000,2291.104248,51620000
2000-11-22,3100.000000,3220.000000,3080.000000,3140.000000,2276.603760,37710000
2000-11-23,3140.000000,3260.000000,3140.000000,3210.000000,2327.355957,44645000
2000-11-24,3310.000000,3400.000000,3270.000000,3400.000000,2465.113037,45530000
2000-11-27,3600.000000,3800.000000,3570.000000,3780.000000,2740.624512,100220000
2000-11-28,3650.000000,3650.000000,3500.000000,3520.000000,2552.116211,59770000
2000-11-29,3300.000000,3350.000000,3200.000000,3220.000000,2334.606201,54300000
2000-11-30,3220.000000,3290.000000,3150.000000,3240.000000,2349.106934,63315000
2000-12-01,3080.000000,3220.000000,3040.000000,3180.000000,2305.606201,96425000
2000-12-04,3220.000000,3250.000000,3080.000000,3100.000000,2247.602295,51875000
2000-12-05,3160.000000,3250.000000,3120.000000,3240.000000,2349.106934,58400000
2000-12-06,3410.000000,3430.000000,3210.000000,3210.000000,2327.355957,95890000
2000-12-07,3210.000000,3260.000000,3160.000000,3260.000000,2363.607422,43020000
2000-12-08,3260.000000,3390.000000,3260.000000,3370.000000,2443.360840,47575000
2000-12-11,3480.000000,3630.000000,3480.000000,3580.000000,2595.618896,70575000
2000-12-12,3580.000000,3650.000000,3500.000000,3500.000000,2537.614990,73745000
2000-12-13,3500.000000,3780.000000,3500.000000,3780.000000,2740.624512,84140000
2000-12-14,3620.000000,3680.000000,3560.000000,3620.000000,2624.620117,66965000
2000-12-15,3620.000000,3640.000000,3480.000000,3490.000000,2530.365967,52960000
2000-12-18,3500.000000,3590.000000,3490.000000,3560.000000,2581.117920,34350000
2000-12-19,3560.000000,3570.000000,3510.000000,3530.000000,2559.366699,25445000
2000-12-20,3420.000000,3450.000000,3320.000000,3340.000000,2421.608887,53675000
2000-12-21,3120.000000,3300.000000,3070.000000,3240.000000,2349.106934,76625000
2000-12-22,3240.000000,3300.000000,3130.000000,3140.000000,2276.603760,63760000
2000-12-25,3140.000000,3140.000000,3140.000000,3140.000000,2276.603760,0
2000-12-26,3230.000000,3240.000000,3160.000000,3160.000000,2291.104248,60430000
2000-12-27,3160.000000,3160.000000,3160.000000,3160.000000,2291.104248,0
2000-12-28,3160.000000,3160.000000,3160.000000,3160.000000,2291.104248,0
2000-12-29,3160.000000,3160.000000,3160.000000,3160.000000,2291.104248,0
2001-01-01,3160.000000,3160.000000,3160.000000,3160.000000,2291.104248,0
2001-01-02,3160.000000,3380.000000,3140.000000,3350.000000,2428.860840,39455000
2001-01-03,3230.000000,3420.000000,3220.000000,3370.000000,2443.360840,37855000
2001-01-04,3790.000000,3870.000000,3660.000000,3780.000000,2740.624512,119910000
2001-01-05,3760.000000,3920.000000,3700.000000,3900.000000,2827.629150,78135000
2001-01-08,3820.000000,3910.000000,3780.000000,3880.000000,2813.127686,42295000
2001-01-09,3830.000000,3860.000000,3710.000000,3840.000000,2784.126953,46280000
2001-01-10,3780.000000,3810.000000,3700.000000,3710.000000,2689.872803,41235000
2001-01-11,3790.000000,3790.000000,3640.000000,3640.000000,2639.120117,31410000
2001-01-12,3800.000000,3890.000000,3770.000000,3840.000000,2784.126953,52900000
2001-01-15,3860.000000,4020.000000,3840.000000,3920.000000,2842.129639,51460000
2001-01-16,3960.000000,4200.000000,3850.000000,4140.000000,3001.636963,52065000
2001-01-17,4060.000000,4240.000000,4060.000000,4220.000000,3059.639160,52570000
2001-01-18,4240.000000,4530.000000,4240.000000,4400.000000,3190.145752,57685000
2001-01-19,4700.000000,4700.000000,4520.000000,4600.000000,3335.151611,54245000
2001-01-22,4600.000000,4600.000000,4470.000000,4550.000000,3298.899902,42250000
2001-01-23,4550.000000,4550.000000,4550.000000,4550.000000,3298.899902,0
2001-01-24,4550.000000,4550.000000,4550.000000,4550.000000,3298.899902,0
2001-01-25,4550.000000,4550.000000,4550.000000,4550.000000,3298.899902,0
2001-01-26,4450.000000,4480.000000,3970.000000,3980.000000,2885.631104,91025000
2001-01-29,4000.000000,4100.000000,3960.000000,4020.000000,2914.632324,47245000
2001-01-30,4100.000000,4170.000000,4070.000000,4110.000000,2979.885742,39350000
2001-01-31,4090.000000,4400.000000,4090.000000,4400.000000,3190.145752,53045000
2001-02-01,4270.000000,4420.000000,4190.000000,4270.000000,3095.890869,39730000
2001-02-02,4290.000000,4390.000000,4220.000000,4290.000000,3110.391357,27330000
2001-02-05,4170.000000,4200.000000,3990.000000,4030.000000,2921.883545,47135000
2001-02-06,3980.000000,4020.000000,3910.000000,4010.000000,2907.382813,31545000
2001-02-07,3960.000000,3990.000000,3900.000000,3900.000000,2827.629150,23130000
2001-02-08,3920.000000,4060.000000,3890.000000,4060.000000,2943.634033,34685000
2001-02-09,4040.000000,4100.000000,3980.000000,4070.000000,2950.884033,25230000
2001-02-12,3840.000000,4050.000000,3840.000000,3970.000000,2878.381592,36110000
2001-02-13,4040.000000,4100.000000,3970.000000,3980.000000,2885.631104,22295000
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,2885.631104,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,2994.386719,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3081.390381,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3037.888916,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3074.139648,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3016.136963,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,2907.382813,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2784.126953,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2784.126953,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2747.874756,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2711.623291,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2711.623291,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2617.368408,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2697.122803,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2755.125488,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,2900.132080,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,2907.382813,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2784.126953,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2660.872314,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2639.120117,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2639.120117,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,2842.129639,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2820.378418,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2755.125488,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2769.626221,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2805.878418,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,2885.631104,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3117.642090,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3146.642822,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3008.887207,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3008.887207,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,2965.384766,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3016.136963,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,2892.881592,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2755.125488,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2653.619873,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2653.619873,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2784.126953,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2689.872803,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2639.120117,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2697.122803,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,2907.382813,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,2943.634033,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,2856.630371,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,2878.381592,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3103.141113,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3407.655518,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3255.398438,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3291.650635,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3190.145752,31185000
